,sunshine,windgustspeed,humidity3pm,pressure3pm,year,day,month,windspeed3pm,temp_amplitude,cloud3pm,rainfall,climat,humidity9am,winddir3pm_sin,longitude,winddir9am_cos,cloud9am,winddir9am_sin,latitude,geography,raintoday,evaporation,windspeed9am,windgustdir_cos,raintomorrow
10093,10.4,46.0,55.0,1012.4,2009,14,1,22.0,5.199999999999999,1.0,1.6,0,74.0,-0.7071067811865477,167.9785841,0.38268343236509,4.0,-0.9238795325112866,-28.94566745,3,1,5.0,26.0,0.38268343236509,0
10094,12.7,37.0,69.0,1015.0,2009,15,1,24.0,5.100000000000001,2.0,0.0,0,64.0,-0.7071067811865477,167.9785841,0.38268343236509,1.0,-0.9238795325112866,-28.94566745,3,0,8.0,24.0,0.7071067811865474,0
10095,11.9,26.0,61.0,1016.2,2009,16,1,15.0,5.5,1.0,0.0,0,63.0,-0.9238795325112866,167.9785841,0.7071067811865474,1.0,-0.7071067811865477,-28.94566745,3,0,5.2,13.0,0.38268343236509,0
10096,9.6,30.0,62.0,1013.4,2009,17,1,13.0,7.199999999999999,7.0,0.0,0,65.0,1.0,167.9785841,-0.9238795325112868,1.0,0.3826834323650899,-28.94566745,3,0,5.8,13.0,-0.7071067811865475,1
10097,10.6,31.0,60.0,1018.0,2009,19,1,19.0,6.0,1.0,0.0,0,58.0,-0.9238795325112866,167.9785841,0.7071067811865474,2.0,-0.7071067811865477,-28.94566745,3,0,5.0,13.0,0.38268343236509,0
10098,12.2,35.0,62.0,1021.4,2009,20,1,19.0,6.0,1.0,0.0,0,60.0,-0.7071067811865477,167.9785841,0.7071067811865474,2.0,-0.7071067811865477,-28.94566745,3,0,6.0,17.0,1.0,0
10099,13.0,41.0,68.0,1021.8,2009,21,1,30.0,6.700000000000003,1.0,0.0,0,60.0,0.0,167.9785841,0.9238795325112864,1.0,-0.3826834323650904,-28.94566745,3,0,8.0,22.0,1.0,0
10100,11.8,46.0,71.0,1020.5,2009,22,1,26.0,4.699999999999999,2.0,0.0,0,78.0,-0.3826834323650904,167.9785841,0.9238795325112864,2.0,-0.3826834323650904,-28.94566745,3,0,7.8,26.0,1.0,0
10101,2.6,46.0,72.0,1018.5,2009,23,1,30.0,4.300000000000001,7.0,0.0,0,76.0,0.3826834323650898,167.9785841,1.0,7.0,0.0,-28.94566745,3,0,7.0,22.0,1.0,0
10102,9.1,52.0,72.0,1016.7,2009,24,1,31.0,5.0,1.0,0.0,0,83.0,0.0,167.9785841,0.9238795325112864,4.0,-0.3826834323650904,-28.94566745,3,0,2.6,28.0,1.0,0
10103,10.4,46.0,75.0,1018.3,2009,25,1,28.0,4.600000000000001,5.0,0.0,0,74.0,0.0,167.9785841,0.9238795325112868,3.0,0.3826834323650898,-28.94566745,3,0,7.2,31.0,0.9238795325112868,0
10104,12.1,41.0,67.0,1016.9,2009,26,1,26.0,5.099999999999998,7.0,0.0,0,73.0,0.0,167.9785841,0.9238795325112864,4.0,-0.3826834323650904,-28.94566745,3,0,6.8,20.0,1.0,0
10105,13.0,30.0,65.0,1015.0,2009,27,1,22.0,5.299999999999997,2.0,0.0,0,68.0,-0.9238795325112866,167.9785841,0.7071067811865474,3.0,-0.7071067811865477,-28.94566745,3,0,7.6,15.0,0.38268343236509,0
10106,12.7,35.0,71.0,1016.1,2009,28,1,15.0,6.399999999999999,2.0,0.0,0,76.0,-0.3826834323650904,167.9785841,0.7071067811865474,3.0,-0.7071067811865477,-28.94566745,3,0,5.6,19.0,0.38268343236509,0
10107,11.5,41.0,66.0,1018.4,2009,29,1,22.0,4.600000000000001,3.0,0.8,0,70.0,-0.7071067811865477,167.9785841,0.9238795325112864,2.0,-0.3826834323650904,-28.94566745,3,0,8.8,22.0,0.9238795325112864,0
10108,12.1,41.0,63.0,1018.3,2009,30,1,26.0,6.0,2.0,0.0,0,64.0,-0.7071067811865477,167.9785841,0.7071067811865474,1.0,-0.7071067811865477,-28.94566745,3,0,7.8,22.0,0.7071067811865474,0
10109,8.9,43.0,70.0,1017.6,2009,31,1,26.0,3.599999999999998,6.0,0.0,0,74.0,-0.3826834323650904,167.9785841,0.7071067811865474,4.0,-0.7071067811865477,-28.94566745,3,0,7.2,24.0,0.9238795325112864,1
10110,1.1,37.0,72.0,1014.3,2009,1,2,22.0,4.300000000000001,7.0,2.0,0,86.0,-0.7071067811865477,167.9785841,0.9238795325112864,8.0,-0.3826834323650904,-28.94566745,3,1,5.4,17.0,0.7071067811865474,0
10111,6.5,35.0,75.0,1013.1,2009,2,2,22.0,4.300000000000001,5.0,0.2,0,79.0,-0.7071067811865477,167.9785841,0.7071067811865474,8.0,-0.7071067811865477,-28.94566745,3,0,4.2,17.0,0.38268343236509,0
10112,8.3,37.0,73.0,1011.6,2009,3,2,20.0,5.199999999999999,8.0,0.0,0,69.0,0.0,167.9785841,1.0,6.0,0.0,-28.94566745,3,0,5.6,20.0,1.0,0
10113,3.8,35.0,84.0,1009.9,2009,4,2,17.0,5.0,7.0,0.0,0,81.0,-0.3826834323650904,167.9785841,0.7071067811865474,7.0,-0.7071067811865477,-28.94566745,3,0,5.2,15.0,1.0,1
10114,0.0,44.0,95.0,1006.1,2009,5,2,22.0,0.6000000000000014,8.0,1.8,0,95.0,-0.3826834323650904,167.9785841,0.9238795325112864,8.0,-0.3826834323650904,-28.94566745,3,1,4.2,26.0,0.9238795325112864,1
10115,0.1,56.0,94.0,1012.5,2009,9,2,22.0,1.6999999999999993,8.0,0.6,0,90.0,1.0,167.9785841,6.123233995736766e-17,7.0,1.0,-28.94566745,3,0,4.8,20.0,-0.3826834323650895,1
10116,10.0,37.0,86.0,1010.9,2009,11,2,17.0,6.200000000000003,7.0,0.2,0,87.0,0.9238795325112868,167.9785841,0.7071067811865476,7.0,0.7071067811865476,-28.94566745,3,0,4.8,17.0,6.123233995736766e-17,0
10117,5.0,50.0,87.0,1008.3,2009,12,2,24.0,3.3999999999999986,4.0,0.0,0,87.0,0.7071067811865476,167.9785841,6.123233995736766e-17,4.0,1.0,-28.94566745,3,0,6.4,28.0,6.123233995736766e-17,1
10118,4.7,48.0,61.0,1016.3,2009,14,2,22.0,3.2,6.0,0.0,0,63.0,-0.7071067811865477,167.9785841,0.7071067811865474,7.0,-0.7071067811865477,-28.94566745,3,0,8.0,26.0,0.7071067811865474,0
10119,5.0,46.0,74.0,1012.4,2009,15,2,28.0,4.699999999999999,7.0,0.0,0,69.0,0.3826834323650898,167.9785841,0.9238795325112864,7.0,-0.3826834323650904,-28.94566745,3,0,6.8,24.0,1.0,1
10120,5.2,30.0,83.0,1014.3,2009,17,2,9.0,4.199999999999999,5.0,0.2,0,87.0,-0.9238795325112866,167.9785841,0.7071067811865476,6.0,0.7071067811865476,-28.94566745,3,0,4.2,13.0,0.7071067811865476,0
10121,2.6,46.0,85.0,1015.9,2009,18,2,28.0,4.100000000000001,8.0,0.4,0,90.0,0.7071067811865476,167.9785841,0.9238795325112868,7.0,0.3826834323650898,-28.94566745,3,0,1.2,22.0,0.7071067811865476,0
10122,7.7,44.0,79.0,1013.9,2009,19,2,28.0,4.200000000000003,7.0,0.0,0,86.0,0.9238795325112868,167.9785841,0.3826834323650898,7.0,0.9238795325112868,-28.94566745,3,0,2.6,26.0,0.3826834323650898,0
10123,1.4,44.0,88.0,1011.8,2009,20,2,24.0,2.099999999999998,7.0,0.0,0,91.0,0.3826834323650899,167.9785841,-0.3826834323650895,8.0,0.9238795325112868,-28.94566745,3,0,5.2,20.0,-0.9238795325112868,1
10124,4.0,35.0,70.0,1014.7,2009,23,2,22.0,4.0,6.0,0.2,0,81.0,-0.7071067811865477,167.9785841,0.7071067811865474,7.0,-0.7071067811865477,-28.94566745,3,0,6.0,20.0,0.7071067811865474,0
10125,12.1,41.0,58.0,1017.2,2009,24,2,24.0,5.100000000000001,2.0,0.0,0,67.0,-0.7071067811865477,167.9785841,0.9238795325112864,2.0,-0.3826834323650904,-28.94566745,3,0,5.4,20.0,0.7071067811865474,0
10126,12.0,44.0,55.0,1016.7,2009,25,2,30.0,6.199999999999999,1.0,0.0,0,52.0,0.0,167.9785841,0.9238795325112864,1.0,-0.3826834323650904,-28.94566745,3,0,8.0,20.0,1.0,0
10127,0.1,52.0,84.0,1010.4,2009,26,2,28.0,4.199999999999999,8.0,0.0,0,84.0,-0.3826834323650904,167.9785841,0.9238795325112864,7.0,-0.3826834323650904,-28.94566745,3,0,8.0,26.0,0.7071067811865474,1
10128,12.1,24.0,66.0,1009.0,2009,28,2,13.0,4.699999999999999,2.0,0.8,0,76.0,1.2246467991473532e-16,167.9785841,-0.3826834323650903,2.0,-0.9238795325112864,-28.94566745,3,0,1.4,11.0,-1.0,0
10129,12.0,28.0,61.0,1012.6,2009,1,3,20.0,7.599999999999998,2.0,0.0,0,67.0,0.3826834323650899,167.9785841,-0.9238795325112868,1.0,0.3826834323650899,-28.94566745,3,0,4.6,13.0,-0.7071067811865475,0
10130,3.1,24.0,69.0,1015.7,2009,2,3,17.0,5.199999999999999,7.0,0.0,0,79.0,-0.7071067811865477,167.9785841,0.38268343236509,7.0,-0.9238795325112866,-28.94566745,3,0,5.8,9.0,-1.8369701987210287e-16,0
10131,10.6,41.0,71.0,1017.7,2009,3,3,22.0,5.399999999999999,6.0,0.0,0,68.0,-0.7071067811865477,167.9785841,0.9238795325112864,6.0,-0.3826834323650904,-28.94566745,3,0,4.0,17.0,1.0,0
10132,0.6,41.0,73.0,1012.2,2009,4,3,24.0,4.099999999999998,8.0,0.0,0,73.0,-0.3826834323650904,167.9785841,0.9238795325112864,8.0,-0.3826834323650904,-28.94566745,3,0,6.0,20.0,0.9238795325112864,1
10133,11.8,31.0,70.0,1011.6,2009,6,3,13.0,6.300000000000001,1.0,0.0,0,77.0,0.3826834323650899,167.9785841,-0.7071067811865475,1.0,0.7071067811865476,-28.94566745,3,0,6.2,13.0,-0.7071067811865475,0
10134,9.7,37.0,74.0,1011.7,2009,7,3,24.0,4.600000000000001,5.0,0.8,0,83.0,-0.9238795325112866,167.9785841,-1.8369701987210287e-16,2.0,-1.0,-28.94566745,3,0,4.8,11.0,0.38268343236509,0
10135,11.2,35.0,58.0,1014.4,2009,8,3,20.0,4.399999999999999,1.0,0.0,0,66.0,-0.7071067811865477,167.9785841,0.38268343236509,1.0,-0.9238795325112866,-28.94566745,3,0,6.0,17.0,0.38268343236509,0
10136,11.1,35.0,60.0,1016.2,2009,9,3,20.0,4.5,1.0,0.0,0,59.0,-0.7071067811865477,167.9785841,0.7071067811865474,1.0,-0.7071067811865477,-28.94566745,3,0,8.0,19.0,0.7071067811865474,0
10137,10.5,35.0,60.0,1017.2,2009,10,3,22.0,5.300000000000001,1.0,0.2,0,63.0,-0.7071067811865477,167.9785841,0.7071067811865474,2.0,-0.7071067811865477,-28.94566745,3,0,7.0,17.0,0.7071067811865474,0
10138,6.4,37.0,58.0,1016.8,2009,11,3,22.0,4.100000000000001,7.0,0.0,0,69.0,-0.7071067811865477,167.9785841,0.7071067811865474,7.0,-0.7071067811865477,-28.94566745,3,0,5.2,22.0,0.7071067811865474,0
10139,8.7,35.0,61.0,1018.3,2009,12,3,20.0,5.100000000000001,6.0,0.2,0,60.0,-0.7071067811865477,167.9785841,0.7071067811865474,2.0,-0.7071067811865477,-28.94566745,3,0,6.2,15.0,0.38268343236509,0
10140,10.4,35.0,63.0,1017.7,2009,13,3,20.0,5.699999999999999,3.0,0.0,0,67.0,-0.7071067811865477,167.9785841,0.9238795325112864,5.0,-0.3826834323650904,-28.94566745,3,0,6.0,13.0,0.7071067811865474,0
10141,0.9,39.0,70.0,1016.2,2009,14,3,24.0,4.599999999999998,8.0,0.6,0,75.0,0.0,167.9785841,0.9238795325112864,8.0,-0.3826834323650904,-28.94566745,3,0,6.4,20.0,1.0,0
10142,9.5,37.0,59.0,1015.0,2009,15,3,22.0,5.199999999999999,1.0,0.0,0,73.0,-0.3826834323650904,167.9785841,0.9238795325112864,5.0,-0.3826834323650904,-28.94566745,3,0,3.6,19.0,1.0,0
10143,10.7,48.0,74.0,1014.2,2009,16,3,30.0,5.100000000000001,3.0,0.0,0,73.0,0.3826834323650898,167.9785841,1.0,2.0,0.0,-28.94566745,3,0,4.4,28.0,1.0,0
10144,8.9,37.0,76.0,1013.3,2009,17,3,17.0,4.900000000000002,3.0,0.0,0,79.0,0.0,167.9785841,1.0,2.0,0.0,-28.94566745,3,0,6.8,28.0,1.0,0
10145,8.7,30.0,75.0,1014.2,2009,18,3,15.0,5.0,3.0,0.0,0,81.0,-0.7071067811865477,167.9785841,1.0,6.0,0.0,-28.94566745,3,0,4.0,17.0,0.9238795325112864,1
10146,9.8,37.0,71.0,1014.2,2009,19,3,24.0,4.5,5.0,1.8,0,79.0,-0.7071067811865477,167.9785841,0.9238795325112864,3.0,-0.3826834323650904,-28.94566745,3,1,4.2,19.0,0.7071067811865474,0
10147,0.4,41.0,92.0,1014.2,2009,20,3,17.0,3.8000000000000007,8.0,0.8,0,83.0,0.0,167.9785841,1.0,7.0,0.0,-28.94566745,3,0,6.8,26.0,0.9238795325112868,1
10148,0.3,56.0,74.0,1007.0,2009,22,3,30.0,1.8999999999999984,7.0,0.0,0,74.0,-0.3826834323650904,167.9785841,0.9238795325112864,7.0,-0.3826834323650904,-28.94566745,3,0,5.0,28.0,0.7071067811865474,0
10149,9.5,46.0,61.0,1011.7,2009,23,3,26.0,3.2,3.0,0.0,0,70.0,-0.7071067811865477,167.9785841,0.7071067811865474,7.0,-0.7071067811865477,-28.94566745,3,0,4.4,24.0,0.38268343236509,0
10150,1.1,50.0,63.0,1015.0,2009,24,3,19.0,4.400000000000002,7.0,0.0,0,63.0,-0.3826834323650904,167.9785841,0.9238795325112864,7.0,-0.3826834323650904,-28.94566745,3,0,6.4,17.0,0.9238795325112864,1
10151,6.4,52.0,87.0,1014.0,2009,27,3,20.0,4.699999999999999,3.0,1.0,0,64.0,-0.3826834323650904,167.9785841,1.0,2.0,0.0,-28.94566745,3,0,6.6,28.0,0.9238795325112864,0
10152,4.9,56.0,77.0,1014.6,2009,28,3,33.0,5.100000000000001,7.0,0.4,0,82.0,-0.3826834323650904,167.9785841,0.9238795325112864,7.0,-0.3826834323650904,-28.94566745,3,0,4.4,30.0,0.9238795325112864,1
10153,0.2,61.0,76.0,1015.2,2009,30,3,37.0,2.7,7.0,0.0,0,81.0,0.0,167.9785841,1.0,7.0,0.0,-28.94566745,3,0,5.4,33.0,0.9238795325112864,0
10154,10.1,57.0,66.0,1015.8,2009,31,3,31.0,3.900000000000002,4.0,0.2,0,60.0,-0.3826834323650904,167.9785841,1.0,2.0,0.0,-28.94566745,3,0,6.0,35.0,1.0,0
10155,9.2,54.0,70.0,1017.6,2009,1,4,30.0,5.100000000000001,5.0,0.6,0,75.0,-0.3826834323650904,167.9785841,0.9238795325112864,5.0,-0.3826834323650904,-28.94566745,3,0,5.8,24.0,1.0,1
10156,8.1,61.0,85.0,1021.4,2009,2,4,37.0,5.0,7.0,1.8,0,59.0,-0.3826834323650904,167.9785841,1.0,1.0,0.0,-28.94566745,3,1,6.6,33.0,0.9238795325112864,1
10157,8.9,57.0,75.0,1020.5,2009,4,4,31.0,5.599999999999998,7.0,0.0,0,57.0,0.3826834323650898,167.9785841,1.0,3.0,0.0,-28.94566745,3,0,10.6,35.0,0.9238795325112868,0
10158,10.3,46.0,55.0,1018.0,2009,5,4,28.0,5.600000000000001,3.0,0.0,0,57.0,-0.3826834323650904,167.9785841,0.9238795325112868,4.0,0.3826834323650898,-28.94566745,3,0,5.8,24.0,1.0,0
10159,10.2,39.0,62.0,1016.6,2009,6,4,28.0,5.399999999999999,2.0,0.0,0,65.0,0.3826834323650898,167.9785841,1.0,2.0,0.0,-28.94566745,3,0,6.4,26.0,0.9238795325112868,0
10160,5.4,28.0,63.0,1016.3,2009,7,4,6.0,6.100000000000001,6.0,0.4,0,68.0,-0.7071067811865477,167.9785841,0.7071067811865476,5.0,0.7071067811865476,-28.94566745,3,0,5.6,13.0,0.7071067811865476,0
10161,1.4,30.0,64.0,1014.9,2009,8,4,17.0,4.800000000000001,7.0,0.2,0,94.0,-0.9238795325112866,167.9785841,0.38268343236509,8.0,-0.9238795325112866,-28.94566745,3,0,2.4,17.0,0.7071067811865474,1
10162,10.3,35.0,52.0,1023.2,2009,10,4,20.0,6.200000000000003,3.0,0.0,0,75.0,-0.7071067811865477,167.9785841,0.7071067811865474,4.0,-0.7071067811865477,-28.94566745,3,0,5.0,24.0,0.7071067811865474,0
10163,5.3,41.0,49.0,1026.3,2009,11,4,22.0,4.600000000000001,3.0,0.0,0,52.0,-0.3826834323650904,167.9785841,0.7071067811865474,7.0,-0.7071067811865477,-28.94566745,3,0,6.6,22.0,0.7071067811865474,0
10164,4.8,46.0,62.0,1024.9,2009,12,4,30.0,5.100000000000001,7.0,0.0,0,52.0,0.0,167.9785841,0.9238795325112864,7.0,-0.3826834323650904,-28.94566745,3,0,7.2,24.0,1.0,0
10165,3.1,48.0,75.0,1023.1,2009,13,4,24.0,4.0,7.0,0.0,0,78.0,0.0,167.9785841,1.0,7.0,0.0,-28.94566745,3,0,5.2,28.0,0.9238795325112868,0
10166,10.4,50.0,61.0,1022.7,2009,14,4,31.0,5.199999999999999,2.0,0.6,0,64.0,0.3826834323650898,167.9785841,0.9238795325112868,6.0,0.3826834323650898,-28.94566745,3,0,3.8,30.0,0.9238795325112868,0
10167,3.3,59.0,70.0,1017.9,2009,15,4,35.0,4.899999999999999,8.0,0.6,0,76.0,0.7071067811865476,167.9785841,0.9238795325112868,7.0,0.3826834323650898,-28.94566745,3,0,6.6,31.0,0.9238795325112868,0
10168,1.7,54.0,78.0,1011.1,2009,16,4,33.0,3.5,8.0,0.0,0,65.0,0.7071067811865476,167.9785841,0.7071067811865476,8.0,0.7071067811865476,-28.94566745,3,0,5.4,31.0,0.7071067811865476,1
10169,10.2,57.0,79.0,1004.6,2009,20,4,15.0,5.800000000000001,5.0,0.0,0,76.0,-0.3826834323650896,167.9785841,-0.9238795325112868,1.0,0.3826834323650899,-28.94566745,3,0,4.0,24.0,-1.0,1
10170,6.3,72.0,63.0,1008.2,2009,22,4,28.0,4.5,7.0,0.0,0,79.0,0.9238795325112868,167.9785841,0.3826834323650898,5.0,0.9238795325112868,-28.94566745,3,0,2.4,24.0,0.3826834323650898,1
10171,10.5,35.0,60.0,1011.1,2009,24,4,22.0,3.6999999999999993,3.0,1.2,0,75.0,0.3826834323650899,167.9785841,-0.9238795325112868,2.0,0.3826834323650899,-28.94566745,3,1,4.2,19.0,-0.9238795325112868,0
10172,10.6,30.0,54.0,1014.0,2009,25,4,22.0,4.599999999999998,1.0,0.0,0,59.0,-0.3826834323650896,167.9785841,-0.9238795325112868,1.0,0.3826834323650899,-28.94566745,3,0,5.6,13.0,-0.9238795325112868,0
10173,10.6,19.0,54.0,1016.3,2009,26,4,9.0,8.200000000000001,1.0,0.0,0,66.0,1.2246467991473532e-16,167.9785841,0.7071067811865476,1.0,0.7071067811865476,-28.94566745,3,0,4.0,4.0,0.9238795325112868,0
10174,9.8,26.0,58.0,1017.4,2009,27,4,15.0,8.2,1.0,0.0,0,60.0,0.9238795325112868,167.9785841,0.7071067811865476,1.0,0.7071067811865476,-28.94566745,3,0,4.0,13.0,0.7071067811865476,0
10175,8.4,26.0,79.0,1016.0,2009,29,4,9.0,7.300000000000001,6.0,0.0,0,82.0,-0.7071067811865471,167.9785841,-0.3826834323650903,1.0,-0.9238795325112864,-28.94566745,3,0,2.0,6.0,-0.7071067811865479,0
10176,8.4,26.0,65.0,1015.0,2009,30,4,13.0,4.899999999999999,5.0,0.0,0,67.0,-0.3826834323650904,167.9785841,0.7071067811865474,6.0,-0.7071067811865477,-28.94566745,3,0,2.8,13.0,1.0,0
10177,4.3,44.0,70.0,1011.9,2009,1,5,20.0,4.100000000000001,3.0,0.4,0,84.0,-0.3826834323650896,167.9785841,0.9238795325112868,8.0,0.3826834323650898,-28.94566745,3,0,3.0,6.0,-0.7071067811865479,1
10178,10.6,37.0,49.0,1017.5,2009,3,5,20.0,4.499999999999998,1.0,0.0,0,54.0,-1.0,167.9785841,0.38268343236509,1.0,-0.9238795325112866,-28.94566745,3,0,5.6,20.0,-1.8369701987210287e-16,0
10179,9.4,43.0,55.0,1018.2,2009,4,5,22.0,3.8000000000000007,3.0,0.2,0,58.0,-1.0,167.9785841,-0.3826834323650903,2.0,-0.9238795325112864,-28.94566745,3,0,4.4,24.0,-1.8369701987210287e-16,0
10180,9.5,31.0,54.0,1018.8,2009,5,5,20.0,4.399999999999999,2.0,0.0,0,60.0,-0.9238795325112864,167.9785841,-1.8369701987210287e-16,5.0,-1.0,-28.94566745,3,0,6.4,13.0,-0.3826834323650903,0
10181,8.6,46.0,68.0,1017.9,2009,6,5,22.0,4.200000000000001,5.0,0.0,0,64.0,-1.0,167.9785841,-0.9238795325112868,6.0,-0.3826834323650896,-28.94566745,3,0,4.4,17.0,-0.3826834323650903,1
10182,9.1,69.0,60.0,1010.4,2009,8,5,37.0,4.5,6.0,0.0,0,59.0,1.2246467991473532e-16,167.9785841,-1.0,4.0,1.2246467991473532e-16,-28.94566745,3,0,5.0,35.0,-0.7071067811865479,1
10183,8.4,65.0,70.0,1006.4,2009,10,5,30.0,4.699999999999999,6.0,0.2,0,68.0,-0.7071067811865471,167.9785841,-1.0,2.0,1.2246467991473532e-16,-28.94566745,3,0,4.2,31.0,-0.7071067811865479,1
10184,9.0,56.0,55.0,1011.1,2009,12,5,28.0,4.600000000000001,3.0,0.4,0,58.0,-0.3826834323650896,167.9785841,-0.9238795325112868,2.0,-0.3826834323650896,-28.94566745,3,0,6.4,30.0,-0.7071067811865479,1
10185,9.4,31.0,57.0,1014.3,2009,14,5,19.0,5.600000000000001,7.0,0.2,0,61.0,-0.3826834323650896,167.9785841,-1.0,2.0,1.2246467991473532e-16,-28.94566745,3,0,3.0,19.0,-1.0,0
10186,9.0,26.0,62.0,1016.5,2009,15,5,13.0,5.600000000000001,1.0,0.0,0,71.0,0.7071067811865476,167.9785841,-1.0,7.0,1.2246467991473532e-16,-28.94566745,3,0,4.0,13.0,-1.0,0
10187,8.1,37.0,70.0,1015.0,2009,16,5,26.0,6.399999999999999,5.0,0.0,0,72.0,0.7071067811865476,167.9785841,0.9238795325112868,4.0,0.3826834323650898,-28.94566745,3,0,4.6,11.0,0.7071067811865476,1
10188,8.3,41.0,57.0,1014.1,2009,18,5,24.0,3.3000000000000007,7.0,0.6,0,71.0,-1.0,167.9785841,-1.8369701987210287e-16,6.0,-1.0,-28.94566745,3,0,1.8,28.0,0.38268343236509,0
10189,3.0,46.0,55.0,1016.6,2009,19,5,22.0,2.7,7.0,0.0,0,54.0,-0.7071067811865477,167.9785841,0.38268343236509,6.0,-0.9238795325112866,-28.94566745,3,0,5.2,26.0,-1.8369701987210287e-16,0
10190,6.9,46.0,71.0,1017.6,2009,20,5,22.0,4.5,2.0,0.2,0,55.0,-1.0,167.9785841,0.7071067811865474,6.0,-0.7071067811865477,-28.94566745,3,0,3.6,17.0,0.9238795325112864,1
10191,0.0,54.0,65.0,1019.8,2009,22,5,28.0,1.8999999999999984,8.0,0.0,0,65.0,0.0,167.9785841,1.0,8.0,0.0,-28.94566745,3,0,6.0,30.0,1.0,0
10192,0.0,54.0,66.0,1014.3,2009,23,5,30.0,1.1999999999999993,8.0,0.0,0,67.0,0.0,167.9785841,0.9238795325112864,8.0,-0.3826834323650904,-28.94566745,3,0,3.8,30.0,1.0,0
10193,2.4,52.0,57.0,1011.5,2009,24,5,24.0,2.2,6.0,0.0,0,63.0,-0.7071067811865477,167.9785841,0.9238795325112864,7.0,-0.3826834323650904,-28.94566745,3,0,3.4,30.0,0.9238795325112864,0
10194,8.2,63.0,56.0,1011.4,2009,25,5,20.0,3.8000000000000007,1.0,0.0,0,62.0,-0.9238795325112864,167.9785841,-1.8369701987210287e-16,2.0,-1.0,-28.94566745,3,0,5.0,26.0,-0.3826834323650903,1
10195,9.1,52.0,59.0,1012.1,2009,26,5,31.0,3.899999999999999,5.0,1.2,0,66.0,-0.9238795325112864,167.9785841,-0.3826834323650903,3.0,-0.9238795325112864,-28.94566745,3,1,4.2,24.0,-0.3826834323650903,0
10196,9.5,39.0,72.0,1015.3,2009,27,5,22.0,5.199999999999999,3.0,0.2,0,69.0,-1.0,167.9785841,-1.8369701987210287e-16,4.0,-1.0,-28.94566745,3,0,4.0,24.0,-1.8369701987210287e-16,0
10197,9.5,24.0,59.0,1018.1,2009,28,5,13.0,3.899999999999999,2.0,0.6,0,68.0,-0.7071067811865477,167.9785841,0.9238795325112864,4.0,-0.3826834323650904,-28.94566745,3,0,3.6,11.0,0.9238795325112864,0
